Title,Author,ISBN Valid,Publisher,Subjects,i,Publication_Date,Category
Le sol vivant : bases de pédologie-biologie des sols /,"Gobat, Jean-Michel",9782880747183,Presses polytechniques et universitaires romandes,Pédologie; Pédobiologie; Manuels d'enseignement supérieur,5612,2010,Biology; Education
Reprendre la terre aux machines : manifeste pour une autonomie paysanne et alimentaire /,L'atelier paysan,9782021478174,Éditions du Seuil,"Sol, Utilisation agricole du; Agriculture durable; Innovations agricoles; Innovations agricoles;Aspect social; Agriculture industrialisée;Aspect social; Agriculture industrialisée;Aspect environnemental; Agriculture paysanne; Agriculture;Technologie appropriée.; Agriculture;Innovations.",5613,2021,Agriculture; Aspect; Innovations; Utilisation
Théogonie : un chant du cosmos /,Hesiodus,9782213682099,Fayard,"Hésiode.;""Théogonie""; [Glossaires et lexiques]",5614,2014,Glossaires; Hésiode; Théogonie
"50 courants, théories et figures du féminisme /",Jess McCabe,9782702917299,Le Courrier du livre,Féministes; Féminisme;Histoire,5615,2020,History
Hannah Arendt et la question juive : pour une relecture /,"Dreyfus, Michel 1945-....",9782130844846,PUF,"Antisémitisme; Arendt, Hannah; Arendt, Hannah,;1906-1975.;Antisemitism.; Jews;Historiography.; Antisemitism.",5616,2023,Antisemitism; Antisémitisme; Arendt
La politique environnementale en Suisse : de la police des forêts aux écobilans /,,9783038102915,NZZ Libro,Nature;Protection;Histoire;Suisse; Politique de l'environnement;Suisse,5617,2018,History; Politics
La fausse monnaie de nos rêves : vers une théorie anthropologique de la valeur /,"Graeber, David 1961-2020",9791020911339,Les liens qui libèrent,Économie de marché.; Anthropologie.; Philosophie.; Valeur.; Justice.,5618,2022,Anthropology; Philosophy
Homo domesticus : une histoire profonde des premiers Etats /,"Scott, James C., 1936-",9782707199232,La Découverte,Anthropologie; Civilisation; Domestication; Agriculture ancienne,5619,2019,Anthropology
"Les pirates des Lumières, ou, La véritable histoire de Libertalia /","Graeber, David, 1961-",9782377291069,Libertalia,Pirates;Madagascar;Influence;18e siècle; Utopies;Madagascar;18e siècle; Mouvement des Lumières,5620,2019,Influence; Madagascar; Pirates; Siècle; Utopies
"La méthode tools : les outils pour transformer vos difficultés en confiance en soi, joie de vivre et force intérieure /","Stutz, Phil",9782221129258,R Laffont,Maturation (psychologie); Réalisation de soi,5621,2013,Psychology
On ne naît pas mec : petit traité féministe sur les masculinités /,"Letourneur, Daisy",9782355221521,La Découverte,Masculinité;Société; Identité sexuelle;Société; Hommes,5622,2022,Hommes; Identité; Masculinité; Société
How life works : a user's guide to the new biology /,"Ball, Philip",9781529095999,Picador,Life (Biology); Biology.; Vie (Biologie); Biologie.,5623,2023,Biology
Comment écrire sa thèse /,"Eco, Umberto, 1932-2016",9782081380516,Flammarion,"Dissertations, Academic; Thèses et écrits académiques;Guides pratiques; Travail intellectuel;Méthodologie",5624,2016,Dissertations; Guides; Méthodologie; Thèses; Travail
"L'art de la thèse : comment préparer et rédiger un mémoire de master, une thèse de doctorat ou tout autre travail universitaire à l'ère du Net /","Beaud, Michel, économiste",9782707147943,La Découverte,Thèses et écrits académiques; [Guides pratiques et mémentos],5625,2006,Guides; Thèses
Clinique des troubles des apprentissages : de l'évaluation neuropsychologique à la programmation éducative /,"Gérard, Christophe-Loïc",9782804162627,de Boeck,apprentissage (psychologie) - troubles; enfant;* neuropsychologie clinique,5626,2011,Psychology
"L'atelier d'écriture, fondements et pratiques : 8 à 12 ans, guide général /","Calkins, Lucy, 1951-",9782765079972,Chenelière Education,Art d'écrire; Composition française;Étude et enseignement (primaire); Ateliers d'écriture;Étude et enseignement (primaire); Guides pratiques,5627,2018,Art; Education
Neurosciences et cognition : perspectives pour les sciences de l'éducation /,,9782807341968,De Boeck supérieur,Neurosciences cognitives; Psychologie de l'éducation; Neurosciences; Cognition,5628,2022,Education; Psychology; Science
"Système 1, système 2 : les deux vitesses de la pensée /","Kahneman, Daniel",9782081307827,Flammarion,Raisonnement; Pensée; Intuition; Psychologie; Prise de décision; Logique; Psychologie cognitive,5629,2016,Psychology
Contre le développement personnel : authentique et toc /,"Jobard, Thierry 1973-....",9782374252711,Rue de l'échiquier,Affirmation de soi;Aspect social.; Performance (psychologie).; Philosophie politique.,5630,2021,Philosophy; Politics; Psychology
Pourquoi ce n'est pas la dernière guerre : sur les raisons psychologiques des conflits internationaux /,"Debeuf, Koert 19..-....",9782390252382,Editions Racine,Relations internationales; Géopolitique; Guerre;Psychologie,5631,2023,Politics; Psychology
Darwin c'est tout bête! : mille et une histoires d'animaux pour comprendre l'évolution /,"Giraud, Marc",9782221110614,R Laffont,"animal;évolution (biologie); animal;évolutionnisme;Darwin, Charles Robert",5632,2009,Biology
Paris : le guide pour les enfants et les parents,,9782365010689,Itak,Paris (France); Guides touristiques et de visite; Ouvrages pour la jeunesse,5633,2022,Guides; Ouvrages; Paris
Pratiques pédagogiques et TDAH : pistes de compréhension et outils pratiques /,"Mitrovic, Ivana",9782839932950,Je fais mon livre,Enfants atteints de troubles de l'attention;Éducation; Intégration scolaire; Trouble déficitaire de l'attention avec ou sans hyperactivité,5634,2021,Education
Nous sommes tous mortels : ce qui compte vraiment en fin de vie /,"Gawande, Atul",9782213687070,Fayard,Fin de vie; Sociologie de la santé; Vieillissement; Qualité de la vie; Mort; Soins en phase terminale; Maladies; Activities of Daily Living; Aged; Aging;physiology; Attitude to Death; Prognosis; Quality of Life; Terminal Care,5635,2015,Sociology
Le racisme est un problème de Blancs /,"Eddo-Lodge, Reni, 1989-",9782746747371,Autrement,Racisme; Ethnocentrisme; Ethnocentrisme;Attitudes,5636,2018,Attitudes; Ethnocentrisme; Racisme
Les filles montent pas si haut d'habitude /,"Butaud, Alice",9782075145817,Gallimard jeunesse,Amitié;Chez l'enfant; Roman pour la jeunesse,5637,2021,Fiction
Emma Goldman : la révolution comme mode de vie /,"Gornick, Vivian",9782228934947,Payot,"Goldman, Emma; Féminisme;1940-1945; Anarchisme;1940-1945; Biographie",5638,2024,Biography
"""Il faut s'adapter"" : sur un nouvel impératif politique /","Stiegler, Barbara",9782072757495,Gallimard,Libéralisme économique; Philosophie; Évolution sociale,5639,2019,Philosophy
"Pour la sociologie : et pour en finir avec une prétendue ""culture de l'excuse"" /","Lahire, Bernard",9782707188601,La Découverte,Sociologie; Engagement (philosophie); Compréhension; Critique sociologique; Critique et exégèse,5640,2016,Philosophy; Sociology
Le grand méchant renard /,"Renner, Benjamin",9782756051246,Delcourt,Renard roux; Animaux de basse-cour; Bandes dessinées,5641,2015,Comics
Je suis leur silence : un polar à Barcelone /,"Lafebre, Jordi 1979-....",9782505119777,Dargaud Benelux,Bandes dessinées,5642,2023,Comics
Là où les tigres sont chez eux : roman  /,"Blas de Roblès, Jean-Marie, 1954-",9782843044571,Zulma,,5643,2008,Foreign
Le pendule de Foucault : roman /,"Eco, Umberto, 1932-2016",9782246417514,B Grasset,,5644,1990,Fiction; French
Histoire de l'écriture typographique /,"Perrousseaux, Yves",9782911220135,Atelier Perrousseaux,art;écriture;typographie;15e s. / 18e s.; Caractères d'imprimerie; Histoire; Typographie; Typographes; Fonderies de caractères d'imprimerie; Ornements typographiques; Musique - Impression; 15e siècle-19e siècle; [Ouvrages illustrés],5645,2005,Art; History; Music
A new introduction to bibliography /,"Gaskell, Philip",9780198181507,At the Clarendon Press,livre - technique,5646,,Livre
Une archéologie du livre français moderne /,"Riffaud, Alain",9782600014533,Droz,livre en français;* archéologie;15e s. / 18e s.; livre;* archéologie;France;15e s. / 18e s.; livre;France;15e s. / 18e s.; bibliographie matérielle; livre - technique; Livres; Édition; Technique du livre; Mise en page; Ornements typographiques; 15e siècle-18e siècle; Bibliographie matérielle; Bibliologie; Histoire; France,5647,2011,History
Le commerce de l'estampe à Paris au XVIIe siècle /,"Grivel, Marianne",,Droz,gravure française;marché de l'art;Paris (France);17e s.,5648,1986,Art
How to identify prints : a complete guide to manual and mechanical processes from woodcut to ink jet /,"Gascoigne, Bamber",9780500234549,Thames and Hudson,gravure - technique;[manuel],5649,1986,Gravure; Manuel
L'oeuvre du temps : poétique de la discordance narrative /,"Baroni, Raphaël",9782020982290,Seuil,littérature;temps (durée);[études diverses]; narration - théorie;temps (durée);[études diverses]; narration;[études diverses],5650,2009,Literature
Dictionnaire des sciences du langage /,"Neveu, Franck",9782200270032,A Colin,linguistique;[dictionnaire],5651,2011,Linguistics
Le plagiat par anticipation /,"Bayard, Pierre, 1954-",9782707320667,Les Ed de Minuit,histoire littéraire; littérature;plagiat; plagiat; littérature - influence exercée; anticipation (philosophie);littérature;plagiat,5652,2009,History; Literature; Philosophy
Comment parler des lieux où l'on n'a pas été ? /,"Bayard, Pierre, 1954-",9782707322142,Les Ed de Minuit,littérature;réalité;récit de voyage; imaginaire;récit de voyage; lieu imaginaire;littérature,5653,2012,Literature
Comment parler des livres que l'on n'a pas lus ? /,"Bayard, Pierre, 1954-",9782707319821,Les Ed de Minuit,lecture;littérature; culture générale;lecture;livre,5654,2007,Literature
"La mort, entre autres /","Kerr, Philip",9782702433140,Ed du Masque,,5655,2009,"Gunther,"
Inventaire et catalogage des périodiques vivants de la Bibliothèque des Cèdres : introduction et rapport de travail /,"Baumgartner, Lina",,BCU-Bibliothèque des Cèdres,,5656,1989,
"L'édition romande et ses acteurs, 1850-1920 /","Vallotton, François, 1964-",9782051018524,Slatkine,édition;Suisse romande;18e s. (2e moitié) / 20e s. (début); éditeur;Suisse romande;18e s. (2e moitié) / 20e s. (début),5657,2001,Fiction
Le gardien invisible : roman /,"Redondo, Dolores, 1969-",9782234071940,Stock,,5658,2013,
Pour une histoire du livre : (XVe-XVIIIe siècle) : cinq conférences /,"Martin, Henri-Jean",9788870881592,Bibliopolis,livre;France;15e s. / 18e s.,5659,1987,France; Livre
Bleu de Prusse : roman /,"Kerr, Philip",9782021340747,Seuil,,5660,2018,
L'archiviste /,"Schuiten, François",9782203020382,Casterman,Bandes dessinées,5661,,Comics
Open access et droit d'auteur /,"Bernault, Carine",9782804484804,Larcier,Droit d'auteur; Exploration de données; Édition en libre accès; Droits d'auteur; Rapports techniques,5662,2016,Law
Hôtel Adlon /,"Kerr, Philip",9782702434949,Ed du Masque,,5663,2011,Berlin
Où atterrir ? : comment s'orienter en politique /,"Latour, Bruno, 1947-",9782707197009,La Découverte,Libéralisme économique; Inégalité sociale; Changements climatiques,5664,2017,Changements; Inégalité; Libéralisme
"Penser la guerre, Clausewitz /","Aron, Raymond, 1905-1983",9789509016613,Gallimard,"guerre;Clausewitz, Carl von",5665,1987,Clausewitz; Guerre
Perception and misperception in international politics /,"Jervis, Robert, 1940-",9780691100494,Princeton Univ Press,relations internationales;* psychologie; perception;politique internationale;* psychologie;1918 / 1975,5666,1976,Politics; Psychology
"Les entreprises et le droit de l'environnement : défis, enjeux, opportunités : travaux de la Journée d'étude organisée à l'Université de Lausanne le 11 juin 2008 /",David Sifonios,9782940363193,CEDIDAC,développement durable;entreprise;environnement - protection;responsabilité (droit);Suisse;[congrès]; Umweltschutz; Schaden; Strafrecht; Nebenstrafrecht; nachhaltige Entwicklung; Umweltsteuer; Umweltabgabe; Schweiz,5667,2009,Law
Handbuch der Europäischen Menschenrechtskonvention (EMRK) : mit besonderer Berücksichtigung der Rechtsprechung des Europäischen Gerichtshofs für Menschenrechte in Schweizer Fällen /,"Villiger, Mark Eugen, 1950-",9783725575282,Schulthess; Verlag Östereich; Nomos,Cour européenne des droits de l'homme; Convention européenne des droits de l'homme;(1950 ;;Rome); Droits de l'homme; Recours des particuliers (droit international); EMRK; Grundrecht; Individualbeschwerde; richterliche Behörde; Europäischer Gerichtshof für Menschenrechte; Organisation(Verfahren); Suisse; Schweiz; [Manuels d'enseignement]; Grundlagenwerk,5668,2020,Art; Education; Law
Konvention zum Schutz der Menschenrechte und Grundfreiheiten : Kommentar /,"Karpenstein, Ulrich, 1968-",9783406759642,Helbing Lichtenhahn Verlag; CH Beck,EMRK; Zusatzprotokoll; Textreproduktion; Kommentar(Werk),5669,2021,Kommentar; Textreproduktion; Zusatzprotokoll
La cybercriminalité : les nouvelles armes de pouvoir /,"Ghernaouti, Solange 1958-....",9782889152162,Presses polytechniques et universitaires romandes,Cyberkriminalität; Internet; Kriminologie; Cybercriminalité; Technologies de l'information et de la communication; Systèmes informatiques;Mesures de sûreté,5670,2017,Cybercriminalité; Cyberkriminalität; Internet; Kriminologie; Technologies
Strafen und Massnahmen /,"Jositsch, Daniel, 1965-",9783725572076,Schulthess,Strafrecht; Strafen und Massnahmen; Schweiz; Grundlagenwerk,5671,2018,Grundlagenwerk; Schweiz; Strafen; Strafrecht
Personnes physiques et protection de la personnalité /,"Bucher, Andreas, 1946-",9783719023119,Helbing Lichtenhahn,personne physique;* droit;Suisse;[manuel]; droit de la personnalité - protection;Suisse;[manuel]; Personenrecht; natürliche Person; Persönlichkeitsschutz; Schweiz; Grundlagenwerk,5672,2009,Law; Physics
Code civil suisse : [du 10 décembre 1907 (état le 1er  janvier 2024)] /,,9783004485660,Diffusion OFCL; Chancellerie fédérale,Zivilrecht; Zivilgesetzbuch; Schweiz; Textreproduktion,5673,2017,Schweiz; Textreproduktion; Zivilgesetzbuch; Zivilrecht
Sparte : histoire politique et sociale jusqu'à la conquête romaine /,"Lévy, Edmond",9782020324533,Ed du Seuil,politique;Sparte (Grèce);9e s. av. J.-C. / 2e s. av. J.-C.; société (milieu humain);Sparte (Grèce);9e s. av. J.-C. / 2e s. av. J.-C.; Sparte (Grèce);9e s. av. J.-C. / 2e s. av. J.-C.,5674,2003,Art; Politics
La naissance de la Grèce : des rois aux cités /,"Lévêque, Pierre",9782070531103,Gallimard,Grèce antique;origines / 4e s. av. J.-C.,5675,1990,Grèce; Origines
"Comment l'Empire romain s'est effondré : le climat, les maladies et la chute de Rome /","Harper, Kyle",9782348037146,La Découverte,Décadence;Rome;3e-6e siècle (Grandes invasions); Maladies;Rome;3e-6e siècle (Grandes invasions); Changements climatiques;Rome;3e-6e siècle (Grandes invasions); Civilisation;Rome; Épidémies;Rome; Catastrophes écologiques;Rome; Rome;476 (Fin de l'empire d'Occident),5676,2019,Décadence; Maladies; Siècle
Vie et mort des esclaves dans la Rome antique,"Schmidt, Joël",9782226199287,Ed A Michel,esclavage;Rome; esclave;Rome,5677,2009,Esclavage; Esclave
Le déclin de l'Empire romain /,"Schmidt, Joël",9782130799863,Presses universitaires de France,Empire romain,5678,2018,Empire
Éloge du retard : où le temps est-il passé ? /,"L'Heuillet, Hélène",9782226443045,Albin Michel,Temps (philosophie); Temps;Sociologie; Psychologie du temps,5679,2020,Philosophy; Psychology; Sociology
Ateliers d'écriture thérapeutiques /,"Chidiac, Nayla",9782294727528,Elsevier Masson,Ateliers d'écriture; Psychothérapie de groupe; Art-thérapie,5680,2013,Art
"Les bienfaits de l'écriture, les bienfaits des mots : un atelier d'écriture /","Chidiac, Nayla",9782415000967,Odile Jacob,Ateliers d'écriture; Graphothérapie,5681,2022,Ateliers; Graphothérapie
Comment devenir un philosophe grec : exercices pratiques /,"Gavray, Marc-Antoine",9782130855965,PUF,Philosophie grecque;Pratique,5682,2023,Philosophy
Antonia : journal 1965-1966 /,"Zalapì, Gabriella",9782889276196,Zoé,Roman,5683,2019,Fiction
En transition douce vers la décroissance /,"Leroux, Alexandre 19..-....",9782379221460,Ulmer,Décroissance soutenable.,5684,2021,Croissance
Le nouvel esprit de la démocratie : actualité de la démocratie participative /,"Blondiaux, Loïc",9782020966757,Seuil,démocratie délibérative;[études diverses],5685,2008,Démocratie; Études
Droit administratif général /,"Dubey, Jacques, 1972-",9783719033767,Helbing Lichtenhahn,Legislation as Topic; Droit administratif; Procédure administrative; Staatsorganisation und Verwaltung; Switzerland; Suisse; Schweiz; Legislation; [Manuels d'enseignement supérieur]; Grundlagenwerk,5686,2014,Education; Law
"Contrats de droit suisse : traité des contrats de la partie spéciale du Code des obligations, de la vente au contrat de société simple, articles 184 à 551 CO, ainsi que quelques contrats innommés /","Engel, Pierre, 1923-2012",9783727291500,Staempfli,contrats spéciaux;Suisse;[manuel]; contrats innommés;Suisse;[manuel]; Vertragsrecht; Civil Rights; Schweiz; Switzerland; Grundlagenwerk; Legislation,5687,1992,Contrats; Manuel; Suisse
"La construction et son environnement en droit public : éléments choisis pour les architectes, les ingénieurs et les experts de l'immobilier /","Zufferey, Jean-Baptiste, 1960-",9783725586424,Presses polytechniques et universitaires romandes; Schulthess,Architekt; Ingenieur; Immobilienhandel; öffentliches Beschaffungswesen; Raumplanung und öffentliches Baurecht; formelle Enteignung; materielle Enteignung; Baupolizei; Umweltschutz; Immission; Luftreinhaltung; Lärmschutz; Schutz des Bodens; Altlast; Abfallentsorgung; ökologisches Gleichgewicht; Schweiz,5688,2017,Architekt; Immobilienhandel; Ingenieur; Raumplanung; Öffentliches
Introduction au droit international public /,"Ziegler, Andreas Roland 1967-....",9783727226137,Stämpfli,Droit international; Völkerrecht; Suisse; Schweiz; [Manuels d'enseignement supérieur]; [Ouvrages de référence]; Grundlagenwerk,5689,2020,Education; Law
Droit international public : précis de droit et résumés de jurisprudence /,"Besson, Samantha A., 1973-",9783727281419,Stämpfli Editions,Völkerrecht; Schweiz; Grundlagenwerk; Entscheidsammlung,5690,2024,Entscheidsammlung; Grundlagenwerk; Schweiz; Völkerrecht
"Petra : Wunder in der Wüste : auf den Spuren von J.L. Burckhardt alias Scheich Ibrahim = wonder in the desert : in the footsteps of J.L. Burckhardt, alias Sheikh Ibrahim : eine Ausstellung des Antikenmuseums Basel und Sammlung Ludwig, 23. Oktober 2012 bis 17. März 2013 /","Ella van der Meijden, Stephan G. Schmid, Andreas F. Voegelin",9783796528477,Schwabe,Monuments funéraires; Habitations troglodytiques; Antiquités; Pétra (Jordanie); [Photographies]; [Catalogues d'exposition],5691,2012,Antiquités; Habitations; Monuments; Photographies; Pétra
Lupa Romana : recherches d'iconographie et essai d'interprétation /,"Dulière, Cécile",,Institut historique belge de Rome,art romain antique;louve;3e s. av. J.-C. / 3e s.,5692,1979,Art
"Le Proche-Orient : de Pompée à Muhammad, Ier s av J.-C.-VIIe s apr J.-C. /","Saliou, Catherine",9782701192864,Belin,Moyen-Orient;Jusqu'à 622,5693,2020,Jusqu; Moyen
Römische Kaisertabelle : Grundzüge einer römischen Kaiserchronologie /,"Kienast, Dietmar",9783534267248,WBG Wissenschaftliche Buchgesellschaft,Empereurs;Rome;Chronologie,5694,2017,Chronologie; Empereurs
Dynastic commemoration and imperial portraiture in the Julio-Claudian period /,"Rose, Charles Brian",9780521453820,Cambridge University Press,portrait;sculpture romaine antique;[catalogue]; empereur;Rome;époque julio-claudienne;[catalogue],5695,1997,Catalogue; Empereur; Portrait; Sculpture
Trajan : L'empereur soldat /,"Burgeon, Christophe",9782262076597,Perrin,Trajan;(empereur romain); Biographie,5696,2019,Biography
Le temple de Bêl à Palmyre /,"Seyrig, Henri",,P Geuthner,temple palmyrénien;Palmyre (Syrie) - Temple de Bêl,5697,1975,Palmyre; Temple
L'apprentissage de la sérénité /,"Pauwels, Louis",9782725602301,Retz,,5698,1978,Existentialism
Mémoires de Pierrefleur /,"Pierrefleur, Guillaume de",,La Concorde,,5699,1933,
Le dossier Rebatet : Les décombres ; L'inédit de Clairvaux /,"Rebatet, Lucien",9782221133057,Robert Laffont,"Rebatet, Lucien; Guerre mondiale (1939-1945); [Sources]",5700,2015,Guerre; Rebatet; Sources
La plage de Scheveningen /,"Gadenne, Paul",9782070231140,Gallimard,,5701,1982,
Etudes de moeurs / tome 4,"Balzac, Honoré de",9780270872620,Hébert; Houssiaux,,5702,2018,
"L'extrémiste : François Genoud, de Hitler à Carlos /","Péan, Pierre",9782213596150,Fayard,"Genoud, François",5703,1996,Genoud
La nausée : [roman] /,"Sartre, Jean-Paul",,Gallimard,,5704,1948,
L'antisémitisme : son histoire et ses causes /,"Lazare, Bernard",9782382741467,J Crès,,5705,2022,Religion
La misère du monde /,"Pierre Bourdieu, Alain Accardo",9782020196741,Ed du Seuil,problèmes sociaux;France;[études diverses]; pauvreté;France;[étude de cas]; histoire de vie;problèmes sociaux;France;[entretien],5706,1993,History
Nos années 68 dans le cerveau du monstre /,"Batou, Jean",9782940586998,L'Aire,Soixante-huitards; Année 1968,5707,2018,Année; Soixante
Histoire des femmes dans la France des XIXe et XXe siècles /,"Bard, Christine historienne 1965-....",9782729878955,Ellipses-Marketing,Femmes;Histoire; Femmes;Histoire;19e siècle;20e siècle; Femmes; Relations hommes-femmes; 19e siècle-20e siècle; France,5708,2013,History
Les femmes dans la société française au 20e siècle /,"Bard, Christine, 1965-",9782200264963,Armand Colin,Femmes;Conditions sociales;France;20e siècle; femme;France;20e s.,5709,2003,Conditions; Femme; Femmes; France; Siècle
Quand la santé devient médiatique : les logiques de production de l'information dans la presse /,"Marchetti, Dominique",9782706115981,Presses universitaires de Grenoble,Health in mass media; Mass media;Influence; communication de masse;santé - image;* sociologie; communication de masse;sang contaminé;* sociologie; communication de masse;sida;* sociologie; Santé;Dans les médias;France; Health Communication; Mass Media; Information Dissemination; Access to Information; Disclosure; Mass Media;ethics; Information Dissemination;methods; France; Économie de la santé,5710,2010,Economics; Sociology
La médecine à Lausanne : du XVIe au XXe siècle /,"Saudan, Guy",9782880750152,Editions du Verseau,"médecine;Lausanne (Suisse, VD);16e s. / 20e s.; History, Modern 1601-; History of Medicine; Switzerland",5711,1991,History
Colette /,"Gérard Bonal, Frédéric Maget",9782851971654,Ed de l'Herne,"Colette, Sidonie Gabrielle;[études diverses]; Colette, Sidonie Gabrielle;[iconographie]",5712,2011,Colette; Iconographie; Études
La contamination du monde : une histoire des pollutions à l'âge industriel /,"Jarrige, François",9782021085761,Éditions du Seuil,Pollution;Histoire; Nature;Effets de l'homme;Histoire; Pollution;19e siècle; Pollution;20e siècle; Pollution;18e siècle; Pollution;2000-....,5713,2017,History
Mondes en guerre /,"Jean-Claude Cheynet, Omar Coloru, Jean-Christophe Couvenhes",9782379332463,Ministère des Armées; Passés composés,Histoire militaire; Art et science militaires;Histoire; Guerre;Histoire,5714,2021,Art; History; Science
Mémoires /,"Humbert-Droz, Jules",9780801856655,Impr coopératives réunies; A La Baconnière,"Humbert-Droz, Jules; Parti socialiste suisse; Parti suisse du travail (Suisse); Troisième internationale;(1919-1943); communisme international;Humbert-Droz, Jules;1891 / 1971; Pacifisme; Communisme; 20e siècle; [Sources]; [Récits personnels]",5715,1997,Art
"La Suisse et l'Italie, 1923-1950 : commerce, finance et réseaux /","Gerardi, Dario",9782940235308,Alphil,Relations extérieures;Italie;Suisse;20e siècle; Relations économiques extérieures;Italie;Suisse;20e siècle; Finances internationales;20e siècle; relations internationales;Italie;Suisse;1923 / 1950; relations économiques;Italie;Suisse;1923 / 1950; relations financières internationales;Italie;Suisse;1923 / 1950; Thèses et écrits académiques,5716,2007,Italie; Relations; Siècle; Suisse
Permis C : [roman] /,"Incardona, Joseph",9782940516513,BSN G Merrone,,5717,2016,
Ceux qui restent : roman /,"Michelin, Jean, 1981-...",9782350877891,Éditions Héloïse d'Ormesson,Roman,5718,2022,Fiction
Parti voir les bêtes /,"Subilia, Anne-Sophie",9782889273201,Zoé,,5719,2016,
L'adieu à Saint-Kilda : roman /,"Bulliard, Eric",9782889061006,Ed de l'Hèbe,"Saint Kilda (Grande-Bretagne, archipel); Roman suisse de langue française",5720,2017,Fiction; Language
Khalil : roman /,"Khadra, Yasmina",9782260024224,Julliard,Attentats;Paris (France),5721,2018,Attentats; Paris
Ce que le jour doit à la nuit : roman /,"Khadra, Yasmina",9782260017585,Julliard,Algérie;1945-1962; Roman,5722,2008,Fiction
Le ruban : roman /,"Ogawa, Ito, 1973-",9782809710298,P Picquier,,5723,2014,
Des lendemains qui chantent : roman /,"Stresi, Alexia",9782080413277,Flammarion,Roman historique français,5724,2022,Fiction; History
Un monde en toc /,"Gremaud, Rinny",9782021390940,Ed du Seuil,Société de consommation; Galeries marchandes; Galeries marchandes;Aspect social,5725,2018,Aspect; Galeries; Société
Le plaisir de penser : une introduction à la philosophie /,"Comte-Sponville, André",9782311150087,Vuibert,Philosophie; Ouvrages de vulgarisation,5726,2022,Philosophy
"L'éducation bienveillante, ça suffit ! /","Pleux, Didier",9782415005474,Odile Jacob,Éducation positive; Enfants;Psychologie; Éducation des enfants; Parents et enfants; Bienveillance; Guides pratiques,5727,2023,Education; Psychology
Les enfants sont rois : roman /,"Vigan, Delphine de, 1966-",9782072915819,Gallimard,Roman,5728,2021,Fiction
Oeuvres /,"Luther, Martin, 1483-1546",9782070113255,Gallimard,"Luther, Martin;Oeuvres;Écrits;Édition critique",5729,1999,Art
Respire /,"Macé, Marielle 1973-....",9782378561802,Verdier,"Respiration;Dans la littérature; Littérature;Thèmes, motifs",5730,2023,Literature
L'oeuvre-vie d'Antonio Gramsci /,"Descendre, Romain",9782348044809,La Découverte,"Biographie; Gramsci, Antonio",5731,2023,Biography
Vivre avec son passé /,"Pépin, Charles 1973-....",9782370734570,Allary éditions,Passé (philosophie); Réalisation de soi; Psychologie;Résilience; Souvenir; Guides pratiques,5732,2023,Philosophy; Psychology
Pascal et la proposition chrétienne : essai /,"Manent, Pierre, 1949-",9782246832362,Bernard Grasset,"Pascal, Blaise;(1623-1662);Critique et interprétation; Foi;Christianisme.",5733,2022,Christianisme; Critique; Pascal
Atlas de la terre du milieu /,"Fonstad, Karen Wynn",9791028113315,Bragelonne,Terre du Milieu; Atlas,5734,2022,Atlas; Terre
L'art des chrétiens d'Orient : de l'Euphrate au Nil /,"Ziadé, Raphaëlle",9782850888847,Citadelles & Mazenod,Christianisme et arts;Moyen-Orient; Art paléochrétien;Moyen-Orient; Art chrétien médiéval;Moyen-Orient; Art chrétien de la Renaissance;Moyen-Orient; Art chrétien;Moyen-Orient;18e siècle; Art chrétien;Moyen-Orient;19e siècle,5735,2022,Art
Le nu : une histoire du nu dans l'art /,"Merle du Bourg, Alexis",9782850889233,Citadelles & Mazenod,Art; Nu; Corps humain;Dans l'art; Nus (dessin); Nus (gravure); Nus (peinture); Nus (sculpture); Histoire; Ouvrages illustrés,5736,2023,Art; History
Raphaël /,"Rohlmann, Michael",9783836557030,Taschen,Raphaël,5737,2023,Raphaël
Pourquoi la démocratie a besoin de la religion : à propos d'une relation de résonance singulière /,"Rosa, Hartmut 1965-....",9782348079627,,Crises politiques;Religion; Religions;Société; Religion et politique,5738,2023,Politics; Religion
Vivre avec nos morts : petit traité de consolation /,"Horvilleur, Delphine",9782246826941,Bernard Grasset,Roman biographique; Mort; Rabbinat,5739,2021,Fiction
Débandade de l'ange gardien : une enquête du commissaire Maelström /,"Félix, François",9782940718245,Presses Inverses,,5740,2023,
"Angleterre, Pays de Galles : Sans Londres : 2019",,9782016267264,Hachette,Angleterre (Grande-Bretagne); Pays de Galles (Grande-Bretagne); Guides touristiques et de visite,5742,2018,Angleterre; Galles; Guides
Les genres fluides : de Jeanne d'Arc aux Saintes trans /,"Maillet, Clovis",9782918682769,Arkhê,Transgenres;Moyen âge; Transidentité;Moyen âge,5743,2020,Moyen; Transgenres; Transidentité
"Ma vie intime, affective et sexuelle /","Hen, Léa",,Institution de Lavigny,Polyhandicapés; Handicapés; Éducation spéciale; Éducateurs spécialisés; Affectivité; Relations amoureuses; Sexualité; Vie pratique; Relations humaines; Communication interpersonnelle; Intimité (psychologie); Éducation sexuelle des handicapés; [Guides pratiques],5744,2019,Education; Psychology
"Sous les pavés, le genre : hacker le sexisme /","Dayer, Caroline",9782815909570,Ed de l'Aube,Sexisme; Interdisciplinarité; Études sur le genre; Discrimination sexuelle; Stéréotype (psychologie); Identité sexuelle,5745,2014,Psychology
