book_id,users_borrowed,dates_borrowed,total_borrows
6969,"5962, 5962, 5962, 1354, 1354, 1354, 7474, 7474, 7474, 3142, 7404","06-10-2023, 06-10-2023, 06-10-2023, 28-11-2023, 06-12-2023, 15-12-2023, 13-02-2024, 26-02-2024, 28-02-2024, 02-04-2024, 23-07-2024",11
6970,"710, 1526, 2667, 719","07-01-2023, 05-05-2023, 03-10-2023, 18-06-2024",4
6971,"6101, 939, 710, 2792, 6813","04-01-2023, 05-01-2023, 18-02-2023, 16-12-2023, 31-05-2024",5
6972,"710, 4150, 7422, 3013","01-04-2023, 15-09-2023, 18-11-2023, 02-12-2023",4
6973,"710, 1653, 2446, 733","11-04-2023, 23-06-2023, 25-08-2023, 28-11-2023",4
6974,"710, 5495, 710, 710","17-04-2023, 13-05-2023, 31-05-2023, 28-10-2023",4
6975,"710, 2552, 2510, 1824, 3853","28-04-2023, 28-06-2023, 12-07-2023, 12-09-2023, 31-10-2023",5
6976,"1744, 2674, 1046, 710","17-01-2023, 15-03-2023, 13-04-2023, 31-05-2023",4
6977,"710, 5417, 1012, 1563, 2118","06-09-2023, 23-11-2023, 10-02-2024, 01-05-2024, 14-05-2024",5
6978,"4463, 4500, 710, 710","05-05-2023, 14-06-2023, 06-09-2023, 28-10-2023",4
6979,710,23-09-2023,1
6980,"2347, 2415, 710, 2118, 1763, 1958, 4481","17-07-2023, 21-08-2023, 23-09-2023, 23-11-2023, 06-12-2023, 02-02-2024, 19-07-2024",7
6981,"919, 765, 5969, 2528, 710","31-01-2023, 19-06-2023, 23-08-2023, 24-08-2023, 18-10-2023",5
6982,"710, 1312, 1785, 904, 4631","31-10-2023, 10-01-2024, 07-03-2024, 15-04-2024, 18-04-2024",5
6983,"2433, 1402, 1216, 1284, 1358, 1066, 804, 2163, 1659, 3127, 5032, 6613, 1563, 710","27-03-2023, 31-03-2023, 20-04-2023, 09-05-2023, 02-06-2023, 30-06-2023, 25-07-2023, 31-07-2023, 06-09-2023, 11-09-2023, 16-10-2023, 09-11-2023, 16-11-2023, 17-11-2023",14
6984,"6902, 4795, 6870, 710","16-06-2023, 18-01-2024, 30-01-2024, 30-01-2024",4
6985,"1137, 879, 710, 710","23-12-2023, 17-01-2024, 08-02-2024, 16-04-2024",4
6986,"1009, 710","15-02-2023, 16-02-2024",2
6987,"6999, 1874, 2051, 710","23-03-2023, 10-05-2023, 10-10-2023, 27-02-2024",4
6988,"1134, 820, 798","27-11-2023, 06-03-2024, 26-03-2024",3
6989,"5279, 4054, 711, 7232, 7232, 6251","13-03-2023, 23-03-2023, 03-04-2023, 20-03-2024, 16-04-2024, 27-06-2024",6
6990,"2093, 6062, 3061, 2093, 6445, 2192, 7355, 7354, 7348, 7448, 7315, 7315, 713","20-02-2023, 02-03-2023, 08-03-2023, 21-06-2023, 26-06-2023, 25-09-2023, 01-11-2023, 01-11-2023, 02-11-2023, 28-02-2024, 06-05-2024, 31-05-2024, 06-07-2024",13
6991,"712, 6750, 6242, 2421, 2421","19-01-2023, 27-03-2023, 22-09-2023, 04-10-2023, 29-02-2024",5
6992,"6045, 712, 7241","24-03-2023, 26-09-2023, 14-03-2024",3
6993,"3059, 3871, 712, 3059","23-01-2023, 30-06-2023, 19-02-2024, 10-04-2024",4
6994,6254,02-02-2023,1
6995,713,03-11-2023,1
6996,"4281, 4281","02-03-2023, 02-03-2023",2
6997,"1995, 1106, 714, 1249","05-01-2023, 23-01-2023, 24-02-2023, 23-08-2023",4
6998,"857, 714, 3202, 1117, 2355","22-02-2023, 15-03-2023, 29-06-2023, 29-09-2023, 24-10-2023",5
6999,"714, 5970, 2128, 6436, 4955, 5264","20-04-2023, 11-05-2023, 22-08-2023, 22-09-2023, 23-10-2023, 06-01-2024",6
7000,"4743, 714, 4121, 6892, 3052","20-02-2023, 26-05-2023, 13-11-2023, 06-12-2023, 08-12-2023",5
7001,"714, 2942, 4995, 2128, 7660","05-09-2023, 25-09-2023, 13-12-2023, 09-04-2024, 02-07-2024",5
7002,"2196, 6482, 6121, 7430, 714, 6820, 6820, 6819, 7539, 6812, 6812","26-01-2023, 30-01-2023, 07-11-2023, 13-11-2023, 29-11-2023, 18-01-2024, 25-01-2024, 25-01-2024, 29-02-2024, 06-03-2024, 13-05-2024",11
7003,"2120, 714","30-03-2023, 29-11-2023",2
7004,"714, 1992, 1060","12-01-2024, 02-02-2024, 11-05-2024",3
7005,"1849, 7226","14-09-2023, 24-01-2024",2
7006,"3442, 3963, 2521, 1497, 1856, 3643, 3963","05-04-2023, 13-05-2023, 26-06-2023, 11-10-2023, 31-01-2024, 12-02-2024, 09-04-2024",7
7007,"715, 715, 715, 715, 715","04-01-2023, 03-05-2023, 24-05-2023, 29-09-2023, 31-01-2024",5
7008,"715, 715, 715, 715","24-01-2023, 24-05-2023, 29-09-2023, 31-01-2024",4
7009,"715, 715, 715, 3917, 715, 715, 715, 4373","07-02-2023, 07-02-2023, 07-02-2023, 19-09-2023, 11-12-2023, 11-12-2023, 11-12-2023, 19-03-2024",8
7010,"715, 715, 715","15-03-2023, 12-07-2023, 15-11-2023",3
7011,"1137, 6892, 715, 6015","23-03-2023, 30-09-2023, 23-10-2023, 23-03-2024",4
7012,5737,01-03-2024,1
7013,"4483, 716","28-09-2023, 22-02-2024",2
7014,"3026, 3726, 5898, 5927, 5927, 6498, 6964, 6087, 5186, 6270, 6334, 5186, 3670, 6498, 6622, 4483, 716, 5162, 7357, 4110","09-01-2023, 26-01-2023, 22-02-2023, 23-02-2023, 23-02-2023, 24-02-2023, 27-02-2023, 03-03-2023, 17-03-2023, 17-03-2023, 28-03-2023, 18-04-2023, 17-05-2023, 15-06-2023, 28-09-2023, 28-09-2023, 22-02-2024, 29-05-2024, 03-06-2024, 24-06-2024",20
7015,"2189, 3026, 3726, 6964, 6472, 6087, 5186, 6964, 3670, 6622, 4483, 716, 4528, 7357, 5162","05-01-2023, 09-01-2023, 24-01-2023, 27-02-2023, 01-03-2023, 02-03-2023, 03-03-2023, 03-05-2023, 17-05-2023, 28-09-2023, 28-09-2023, 22-02-2024, 27-03-2024, 03-06-2024, 11-06-2024",15
7016,"3268, 989, 3670, 3670, 4528","19-01-2023, 06-03-2023, 29-03-2023, 25-03-2024, 27-03-2024",5
7017,"1706, 717, 2607, 5855, 7275","13-01-2023, 21-04-2023, 13-11-2023, 18-01-2024, 24-05-2024",5
7018,"899, 717, 6279, 6279, 5378","15-03-2023, 04-07-2023, 16-11-2023, 16-11-2023, 23-12-2023",5
7019,"2825, 717, 2004, 2004, 2004","06-06-2023, 04-07-2023, 30-08-2023, 05-02-2024, 05-07-2024",5
7020,"3202, 3202, 717, 717","14-03-2024, 14-03-2024, 13-06-2024, 13-06-2024",4
7021,"977, 1397, 4137","05-04-2023, 13-06-2023, 22-08-2023",3
7022,1900,22-01-2024,1
7023,"718, 718, 718, 718, 718","30-01-2023, 24-05-2023, 20-09-2023, 03-01-2024, 22-04-2024",5
7024,"718, 718, 718, 718, 718","01-03-2023, 21-06-2023, 10-10-2023, 30-01-2024, 23-05-2024",5
7025,"718, 718, 718, 718","01-03-2023, 21-06-2023, 10-10-2023, 30-01-2024",4
7026,"718, 718, 718, 718, 718","01-03-2023, 21-06-2023, 10-10-2023, 30-01-2024, 23-05-2024",5
7027,"718, 718, 718, 718","01-03-2023, 21-06-2023, 10-10-2023, 30-01-2024",4
7028,"718, 718, 718, 718","01-03-2023, 21-06-2023, 10-10-2023, 30-01-2024",4
7029,"718, 718, 718, 718, 718, 718, 718, 718, 718","01-03-2023, 01-03-2023, 21-06-2023, 21-06-2023, 10-10-2023, 10-10-2023, 30-01-2024, 30-01-2024, 23-05-2024",9
7030,"718, 718, 718, 718","01-03-2023, 21-06-2023, 10-10-2023, 30-01-2024",4
7031,"718, 718, 718, 718","01-03-2023, 21-06-2023, 10-10-2023, 30-01-2024",4
7032,"718, 718, 718, 718, 718","01-03-2023, 21-06-2023, 10-10-2023, 30-01-2024, 23-05-2024",5
7033,"718, 718, 718, 718, 718","01-03-2023, 21-06-2023, 10-10-2023, 30-01-2024, 23-05-2024",5
7034,"718, 718, 718, 718, 718","01-03-2023, 21-06-2023, 10-10-2023, 30-01-2024, 23-05-2024",5
7035,"718, 718, 718, 718","21-06-2023, 10-10-2023, 30-01-2024, 23-05-2024",4
7036,719,02-05-2023,1
7037,"2027, 719, 4167","07-03-2023, 02-05-2023, 21-02-2024",3
7038,"1967, 7078, 719, 1200, 3371","26-04-2023, 22-05-2023, 29-07-2023, 21-10-2023, 27-11-2023",5
7039,"895, 4957, 719, 2095","23-01-2023, 27-02-2023, 04-11-2023, 27-11-2023",4
7040,"6591, 719, 5995, 986","21-03-2023, 02-02-2024, 15-02-2024, 25-03-2024",4
7041,719,08-02-2024,1
7042,"936, 879, 2552, 2163, 719","21-09-2023, 17-10-2023, 21-11-2023, 08-02-2024, 21-03-2024",5
7043,"1155, 6541, 785, 1563, 2294, 720, 1337","29-09-2023, 29-11-2023, 20-12-2023, 26-01-2024, 05-02-2024, 12-03-2024, 08-05-2024",7
7044,"6052, 1095, 1109, 720","27-03-2024, 03-04-2024, 29-04-2024, 05-09-2024",4
7045,"2500, 5312, 2433","30-03-2023, 03-04-2023, 26-04-2024",3
7046,"721, 5983, 3427, 1223, 2591","16-01-2023, 25-04-2023, 02-06-2023, 12-10-2023, 28-03-2024",5
7047,"721, 721, 5957","10-11-2023, 06-03-2024, 17-05-2024",3
7048,"6892, 7099, 7366, 770, 721","08-03-2023, 10-06-2023, 04-03-2024, 26-03-2024, 25-09-2024",5
7049,"6033, 4420, 1381, 2750","11-01-2023, 05-05-2023, 30-08-2023, 16-02-2024",4
7050,"5856, 722, 2999, 4701","10-01-2023, 21-03-2023, 22-06-2023, 22-12-2023",4
7051,"722, 4854, 4854","13-06-2023, 12-12-2023, 23-04-2024",3
7052,"722, 1862","13-06-2023, 12-12-2023",2
7053,"2782, 1141, 722, 3967, 1141","20-01-2023, 29-03-2023, 22-06-2023, 26-08-2023, 20-11-2023",5
7054,1682,16-05-2023,1
7055,"5005, 723, 5005, 723, 723, 5005, 3098, 922","03-01-2023, 06-01-2023, 02-02-2023, 14-02-2023, 06-06-2023, 03-07-2023, 02-10-2023, 10-01-2024",8
7056,"2884, 2796, 2033, 723, 2349, 2721","05-01-2023, 09-01-2023, 17-01-2023, 18-01-2023, 13-02-2023, 12-06-2023",6
7057,"2548, 723, 5132, 2709, 4108, 1275, 4473, 6060, 2525, 3478, 5147, 3642, 723, 5105, 3622, 4473, 3752, 723, 3752, 5996, 7567, 3567, 7056, 6526, 2352, 2349, 4652, 3567, 4346, 3268","04-01-2023, 18-01-2023, 03-02-2023, 15-02-2023, 14-03-2023, 18-03-2023, 29-03-2023, 13-04-2023, 19-04-2023, 01-05-2023, 26-05-2023, 31-05-2023, 31-05-2023, 09-06-2023, 05-07-2023, 14-09-2023, 21-09-2023, 22-09-2023, 02-11-2023, 04-11-2023, 27-11-2023, 12-12-2023, 21-12-2023, 10-01-2024, 12-01-2024, 16-03-2024, 19-03-2024, 24-03-2024, 28-03-2024, 19-06-2024",30
7058,"723, 4473, 2671, 6520, 6520, 1981","18-01-2023, 27-04-2023, 10-05-2023, 29-11-2023, 02-04-2024, 10-09-2024",6
7059,"723, 1344, 723, 1580, 2267, 2217, 2267, 2267, 2267","18-01-2023, 23-02-2023, 11-04-2023, 12-05-2023, 17-06-2023, 19-09-2023, 22-09-2023, 12-01-2024, 22-05-2024",9
7060,"723, 723, 723, 723, 723","14-02-2023, 06-06-2023, 02-10-2023, 29-01-2024, 22-05-2024",5
7061,"723, 723, 723, 723, 723","14-02-2023, 06-06-2023, 02-10-2023, 30-01-2024, 22-05-2024",5
7062,"5894, 4473, 1816, 6006, 723, 2020, 7582, 5129, 1615, 1140","13-01-2023, 01-02-2023, 14-02-2023, 01-03-2023, 22-03-2023, 07-11-2023, 08-12-2023, 23-03-2024, 15-05-2024, 12-07-2024",10
7063,"2829, 723, 723, 723","22-02-2023, 24-03-2023, 28-08-2023, 21-12-2023",4
7064,"1791, 1237, 5914, 7005, 723, 4314, 4473, 1611, 3369","18-01-2023, 20-01-2023, 13-02-2023, 29-03-2023, 19-04-2023, 17-05-2023, 07-08-2023, 19-10-2023, 12-02-2024",9
7065,"4473, 1816, 3227, 1615, 5121, 6015, 723, 6015, 2189, 1228, 4433, 6060, 3757, 5420, 2012, 7567, 5493, 5406, 3850, 2482, 4106, 3756, 5406, 6889, 2605, 2092, 1140","24-01-2023, 31-01-2023, 22-03-2023, 27-03-2023, 11-04-2023, 25-04-2023, 28-04-2023, 02-05-2023, 10-05-2023, 03-08-2023, 30-08-2023, 06-09-2023, 08-09-2023, 21-09-2023, 09-11-2023, 27-11-2023, 11-12-2023, 11-12-2023, 02-02-2024, 13-02-2024, 26-03-2024, 23-04-2024, 07-05-2024, 01-06-2024, 25-06-2024, 03-07-2024, 12-07-2024",27
7066,"723, 1669, 723, 723, 1520, 723","28-04-2023, 08-05-2023, 28-08-2023, 21-12-2023, 19-03-2024, 11-04-2024",6
7067,"5162, 4352, 723, 723, 2741","02-02-2023, 06-04-2023, 06-06-2023, 02-10-2023, 12-10-2023",5
7068,"922, 2964, 723, 922","02-02-2023, 24-02-2023, 15-06-2023, 03-07-2023",4
7069,"1689, 2594, 723, 2594, 7658","03-02-2023, 11-07-2023, 28-08-2023, 14-02-2024, 13-03-2024",5
7070,"6956, 6982, 723, 1520, 1520","04-03-2023, 12-04-2023, 22-09-2023, 09-01-2024, 26-04-2024",5
7071,"1635, 7079, 723, 7118","07-03-2023, 23-05-2023, 02-10-2023, 23-02-2024",4
7072,"4473, 4473, 1580, 6271, 3639, 2267, 812, 723, 1580, 2267","10-01-2023, 13-03-2023, 15-04-2023, 24-04-2023, 26-05-2023, 24-08-2023, 21-09-2023, 20-10-2023, 01-11-2023, 17-04-2024",10
7073,"949, 1815, 1669, 723, 2109, 3902","24-04-2023, 01-05-2023, 11-05-2023, 01-11-2023, 13-12-2023, 09-05-2024",6
7074,"2193, 2193, 723, 2193","01-02-2023, 06-07-2023, 21-12-2023, 19-02-2024",4
7075,"2022, 2730, 723, 2092","14-02-2023, 14-12-2023, 09-02-2024, 21-08-2024",4
7076,"2830, 1580, 1446, 1580, 3487, 7218, 2482, 7356, 1580, 723","23-05-2023, 26-05-2023, 06-06-2023, 01-11-2023, 02-11-2023, 16-12-2023, 13-02-2024, 20-02-2024, 28-02-2024, 11-04-2024",10
7077,"4311, 2271, 4311, 2544, 1512, 2594, 2193, 5975, 3499, 2744, 2744, 2744, 4351, 5975, 2451, 2744, 723, 2199, 2744, 3349","01-02-2023, 21-02-2023, 01-03-2023, 04-04-2023, 12-05-2023, 11-07-2023, 07-08-2023, 21-09-2023, 30-11-2023, 04-12-2023, 10-01-2024, 10-01-2024, 26-02-2024, 18-03-2024, 16-04-2024, 30-04-2024, 16-05-2024, 21-05-2024, 25-06-2024, 11-10-2024",20
7078,"3850, 4106, 2092, 2092","11-03-2024, 20-03-2024, 03-07-2024, 09-10-2024",4
7079,"4473, 1933, 1514, 3233","11-01-2023, 22-02-2023, 01-06-2023, 17-11-2023",4
7080,"4104, 3267","22-11-2023, 01-12-2023",2
7081,"2594, 2594, 2594","07-07-2023, 27-10-2023, 14-02-2024",3
7082,"7136, 724, 4926","11-08-2023, 05-12-2023, 19-01-2024",3
7083,"1348, 3794","15-06-2024, 04-07-2024",2
7084,"725, 725, 725, 725","05-04-2023, 09-06-2023, 15-09-2023, 04-01-2024",4
7085,"726, 726, 3386, 5094, 3231, 3231","27-01-2023, 27-01-2023, 05-06-2023, 08-06-2023, 14-07-2023, 14-07-2023",6
7086,"1178, 1178, 2715, 1178","30-01-2023, 23-06-2023, 29-08-2023, 25-01-2024",4
7087,"727, 3570, 1802","12-01-2023, 14-06-2023, 11-10-2023",3
7088,"2346, 2346, 2252","18-01-2023, 10-05-2023, 15-04-2024",3
7089,"1759, 2189, 3251, 728, 7480","21-04-2023, 10-05-2023, 07-07-2023, 29-08-2023, 09-11-2023",5
7090,"3384, 3234, 3167, 1554, 3886, 7765","11-02-2023, 27-02-2023, 10-05-2023, 07-11-2023, 21-11-2023, 24-07-2024",6
7091,"729, 5996, 6961, 1227, 2733","13-02-2023, 11-03-2023, 06-05-2023, 30-08-2023, 20-02-2024",5
7092,"1601, 729, 1601, 1601, 1601, 1601","23-01-2023, 20-02-2023, 24-05-2023, 21-09-2023, 16-01-2024, 17-05-2024",6
7093,"729, 4324, 3757, 1368, 5132","20-02-2023, 23-03-2023, 27-06-2023, 25-01-2024, 21-03-2024",5
7094,"1336, 4473, 1336, 1336, 3757, 729, 1336, 884, 2856, 1336, 5005, 2349","31-01-2023, 17-05-2023, 25-05-2023, 05-07-2023, 13-07-2023, 15-09-2023, 23-10-2023, 16-11-2023, 22-12-2023, 14-02-2024, 28-02-2024, 27-08-2024",12
7095,"729, 5122, 5122, 5122, 4304, 3087, 3087, 1815, 4330","11-10-2023, 13-10-2023, 16-11-2023, 16-11-2023, 20-11-2023, 08-12-2023, 08-12-2023, 18-01-2024, 02-05-2024",9
7096,"4314, 2012, 2930, 6523, 6523, 7014, 1722, 2611, 6036, 2611, 4909, 2930, 2611, 729, 2482, 2733, 1333, 2611, 3207, 2611","09-01-2023, 31-01-2023, 21-03-2023, 04-04-2023, 04-04-2023, 11-04-2023, 23-05-2023, 25-05-2023, 09-06-2023, 06-07-2023, 22-09-2023, 25-09-2023, 26-09-2023, 13-10-2023, 17-10-2023, 21-10-2023, 09-11-2023, 14-11-2023, 13-12-2023, 14-12-2023",20
7097,"729, 3304, 1815, 1815, 1815, 1815","13-10-2023, 23-10-2023, 25-10-2023, 03-02-2024, 26-02-2024, 04-04-2024",6
7098,"4473, 4473, 1344, 2087, 1664, 3640, 729, 2793, 2743","01-02-2023, 28-02-2023, 23-03-2023, 16-05-2023, 22-09-2023, 20-10-2023, 27-11-2023, 27-03-2024, 30-04-2024",9
7099,"4473, 1344, 6956, 3456, 2992, 1664, 6317, 3640, 729, 3087, 6603","01-02-2023, 03-02-2023, 04-03-2023, 19-04-2023, 13-06-2023, 22-09-2023, 16-10-2023, 20-10-2023, 27-11-2023, 08-12-2023, 24-01-2024",11
7100,"6956, 2703, 729, 2139, 3196","04-03-2023, 13-06-2023, 27-11-2023, 14-12-2023, 16-08-2024",5
7101,"2302, 2302, 3514, 3663","23-05-2023, 03-07-2023, 05-03-2024, 21-05-2024",4
7102,"2996, 2302, 2302","23-03-2024, 25-04-2024, 27-05-2024",3
7103,"730, 730, 2501","06-02-2023, 05-07-2023, 29-08-2023",3
7104,"730, 2195, 730, 3965, 3965, 1949, 1949, 3562","06-02-2023, 30-06-2023, 05-07-2023, 05-12-2023, 20-12-2023, 28-02-2024, 31-07-2024, 19-08-2024",8
7105,"730, 4935, 730, 1972","22-02-2023, 30-03-2023, 05-07-2023, 16-04-2024",4
7106,"5477, 730, 730, 4842, 6284, 3818","22-02-2023, 06-03-2023, 05-07-2023, 16-01-2024, 26-02-2024, 26-04-2024",6
7107,"5100, 5093, 3725, 3713","23-10-2023, 30-12-2023, 29-04-2024, 30-04-2024",4
7108,"2501, 1123, 5003, 5003","07-03-2023, 25-09-2023, 08-03-2024, 26-06-2024",4
7109,"731, 4222, 4651, 4125, 5663","09-02-2023, 30-03-2023, 13-11-2023, 14-12-2023, 24-01-2024",5
7110,"731, 1016","09-02-2023, 13-10-2023",2
7111,"3880, 3880, 3880, 3880, 3880, 3880, 3880, 3880, 3880, 3880, 3880, 3880, 3880, 3880, 3880, 3880, 3880, 3880, 3880, 3880, 3880, 3880, 3880, 3880, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732","10-01-2023, 10-01-2023, 10-01-2023, 10-01-2023, 24-01-2023, 24-01-2023, 24-01-2023, 24-01-2023, 24-01-2023, 24-01-2023, 24-01-2023, 14-02-2023, 14-02-2023, 14-02-2023, 14-02-2023, 14-02-2023, 14-02-2023, 14-02-2023, 14-02-2023, 14-03-2023, 14-03-2023, 14-03-2023, 14-03-2023, 14-03-2023, 11-07-2023, 11-07-2023, 11-07-2023, 11-07-2023, 11-07-2023, 11-07-2023, 11-07-2023, 11-07-2023, 11-07-2023, 11-07-2023, 06-09-2023, 06-09-2023, 06-09-2023, 06-09-2023, 06-09-2023, 06-09-2023, 06-09-2023, 06-09-2023, 06-09-2023, 06-09-2023, 20-09-2023, 20-09-2023, 20-09-2023, 20-09-2023, 20-09-2023, 20-09-2023, 20-09-2023, 20-10-2023, 20-10-2023, 20-10-2023, 20-10-2023, 20-10-2023, 20-10-2023, 20-10-2023, 20-10-2023",59
7112,"2920, 2920, 2920, 2920, 2920, 2920, 2920, 2920, 2920, 2920, 3660, 3660, 2920, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732","20-01-2023, 20-01-2023, 20-01-2023, 20-01-2023, 03-02-2023, 03-02-2023, 03-02-2023, 03-02-2023, 03-02-2023, 03-02-2023, 03-02-2023, 10-02-2023, 25-02-2023, 06-09-2023, 06-09-2023, 06-09-2023, 06-09-2023, 20-09-2023, 20-09-2023, 20-09-2023, 20-09-2023, 20-09-2023, 20-09-2023, 20-09-2023",24
7113,"1825, 1825, 1751, 1751, 1751, 1751, 1751, 1751, 1751, 1751, 1751, 1751, 1751, 1751, 1751, 1751, 1751, 6108, 6108, 6108, 6108, 1825, 1825, 1825, 732, 732, 732, 732, 732, 4202, 4202, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 732, 6445, 6945","13-01-2023, 13-01-2023, 16-01-2023, 16-01-2023, 16-01-2023, 16-01-2023, 16-01-2023, 07-02-2023, 07-02-2023, 07-02-2023, 07-02-2023, 07-02-2023, 27-02-2023, 27-02-2023, 27-02-2023, 27-02-2023, 27-02-2023, 30-03-2023, 30-03-2023, 30-03-2023, 30-03-2023, 15-05-2023, 15-05-2023, 15-05-2023, 06-09-2023, 06-09-2023, 06-09-2023, 06-09-2023, 06-09-2023, 14-09-2023, 05-10-2023, 20-10-2023, 20-10-2023, 20-10-2023, 20-10-2023, 20-10-2023, 20-10-2023, 20-10-2023, 11-11-2023, 11-11-2023, 11-11-2023, 11-11-2023, 11-11-2023, 11-11-2023, 11-11-2023, 11-11-2023, 25-03-2024, 29-04-2024",48
7114,"732, 732, 732, 732, 732, 3880, 3880, 3880, 3880, 3880","20-09-2023, 20-09-2023, 20-09-2023, 20-09-2023, 20-09-2023, 07-11-2023, 07-11-2023, 07-11-2023, 07-11-2023, 07-11-2023",10
7115,"3705, 3705, 3705, 2698, 5623, 5623, 7089, 7089, 7089, 7089, 7089, 7089, 7089, 7089, 7089, 5520, 5520, 5520, 5520, 5629, 4734, 4734, 4734, 4734, 4734, 4734, 4734, 4734, 4734, 732, 732, 732, 732, 732, 6684, 6684, 6684, 6684, 6684, 6684, 6684, 7667, 7667, 7667, 7667, 4216, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7741, 7790, 7790, 7790, 7790, 7790, 7790, 7790, 7790, 7790, 2457, 2457, 2457","02-03-2023, 02-03-2023, 02-03-2023, 04-05-2023, 12-06-2023, 12-06-2023, 01-07-2023, 01-07-2023, 01-07-2023, 01-07-2023, 01-07-2023, 01-07-2023, 01-07-2023, 01-07-2023, 01-07-2023, 22-08-2023, 22-08-2023, 22-08-2023, 22-08-2023, 15-09-2023, 22-09-2023, 22-09-2023, 22-09-2023, 26-09-2023, 26-09-2023, 26-09-2023, 26-09-2023, 27-09-2023, 27-09-2023, 30-09-2023, 30-09-2023, 30-09-2023, 30-09-2023, 30-09-2023, 15-12-2023, 15-12-2023, 15-12-2023, 15-12-2023, 27-12-2023, 27-12-2023, 27-12-2023, 23-04-2024, 23-04-2024, 23-04-2024, 23-04-2024, 15-05-2024, 12-06-2024, 12-06-2024, 12-06-2024, 12-06-2024, 12-06-2024, 12-06-2024, 12-06-2024, 12-06-2024, 30-08-2024, 30-08-2024, 30-08-2024, 30-08-2024, 30-08-2024, 30-08-2024, 30-08-2024, 30-08-2024, 30-08-2024, 13-09-2024, 13-09-2024, 13-09-2024",66
7116,"6869, 6869, 6869, 1751, 6869, 6108, 6108, 6108, 6108, 732, 732, 732, 732, 732, 732, 732, 732, 2920","13-01-2023, 27-01-2023, 27-01-2023, 07-02-2023, 14-03-2023, 30-03-2023, 30-03-2023, 03-04-2023, 03-04-2023, 30-09-2023, 30-09-2023, 30-09-2023, 30-09-2023, 06-01-2024, 06-01-2024, 06-01-2024, 06-01-2024, 22-03-2024",18
7117,"3705, 1555, 732, 732, 3522, 7507, 7507, 3522, 3522","08-03-2023, 13-03-2023, 30-09-2023, 20-10-2023, 11-12-2023, 13-02-2024, 13-02-2024, 05-04-2024, 05-04-2024",9
7118,"1711, 1711, 1711, 5431, 5431, 5431, 732, 732, 732, 6145, 6145, 3880, 3880, 3880, 1310","22-03-2023, 22-03-2023, 22-03-2023, 25-04-2023, 25-04-2023, 25-04-2023, 11-11-2023, 11-11-2023, 09-12-2023, 16-01-2024, 16-01-2024, 29-02-2024, 29-02-2024, 29-02-2024, 04-06-2024",15
7119,"1960, 1960, 6869, 732, 732, 732, 732","03-04-2023, 22-08-2023, 26-08-2023, 09-12-2023, 09-12-2023, 06-01-2024, 06-01-2024",7
7120,"732, 732, 732, 732, 732, 732, 6445, 732, 732, 732, 732","09-12-2023, 09-12-2023, 09-12-2023, 09-12-2023, 09-12-2023, 09-12-2023, 25-03-2024, 20-04-2024, 20-04-2024, 20-04-2024, 20-04-2024",11
7121,"4425, 4425, 5499, 5499, 4425, 4425, 4425, 4425, 4425, 4425, 6341, 6341, 6341, 6341, 5018, 5018, 732, 732, 732, 732, 732, 4425, 732, 732, 732, 732, 2698, 7713, 7713, 7713, 1752, 1752, 1752, 1752, 1752, 1752, 7736, 7736, 7736, 7736, 7736, 7736, 7736, 7736, 7736, 7736, 7736, 7736, 7126","11-01-2023, 11-01-2023, 27-01-2023, 27-01-2023, 03-05-2023, 03-05-2023, 03-05-2023, 13-06-2023, 25-09-2023, 24-10-2023, 09-11-2023, 09-11-2023, 09-11-2023, 09-11-2023, 03-12-2023, 03-12-2023, 16-12-2023, 16-12-2023, 16-12-2023, 16-12-2023, 16-12-2023, 20-12-2023, 06-01-2024, 06-01-2024, 06-01-2024, 06-01-2024, 02-02-2024, 03-05-2024, 03-05-2024, 03-05-2024, 24-05-2024, 24-05-2024, 24-05-2024, 24-05-2024, 24-05-2024, 24-05-2024, 05-06-2024, 07-06-2024, 10-06-2024, 12-06-2024, 14-06-2024, 14-06-2024, 17-06-2024, 17-06-2024, 25-06-2024, 25-06-2024, 01-07-2024, 05-07-2024, 11-07-2024",49
7122,"3646, 732, 732, 3522, 3522, 7578, 7578","23-09-2023, 16-12-2023, 16-12-2023, 05-04-2024, 26-04-2024, 21-08-2024, 21-08-2024",7
7123,"6882, 6882, 6915, 6915, 6915, 6915, 1670, 1670, 1670, 1670, 1067, 1067, 1067, 1067, 741, 3705, 732, 732, 732, 732","04-01-2023, 04-01-2023, 30-01-2023, 30-01-2023, 30-01-2023, 30-01-2023, 09-03-2023, 09-03-2023, 09-03-2023, 09-03-2023, 06-05-2023, 06-05-2023, 07-06-2023, 07-06-2023, 03-08-2023, 04-09-2023, 06-01-2024, 06-01-2024, 06-01-2024, 06-01-2024",20
